Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils
TCGA-VQ-A91Q-01A-12R-A414-31	0.135911634	0	0.008253238	0.022637647	0	0.368096691	0.022083791	0.00920024	0.061194802	0	0	0	0.012906081	0.098383599	0.082619807	0.038577998	0	0.093604946	0.005599325	0.038568901	0	0.0023613
TCGA-BR-7957-01A-11R-2203-13	0.092054257	0	0	0.054078908	0	0.213571458	0.013929477	0.063150767	0.03309312	0	0	0.010220163	0	0.144682603	0.059821799	0.125773688	0.01034768	0	0.162753671	0	0	0.016522409
TCGA-BR-6454-01A-11R-1802-13	0.048904728	0	0.048900697	0.252449741	0	0.196592719	0.117854442	0.074247417	0.070574273	0	0.005336112	0	0.005782788	0.032006988	0.067506522	0.045614546	0.022626041	0.003566738	0.001673375	0	0	0.006362873
TCGA-D7-8572-01A-11R-2343-13	0.093893697	0	0.006967242	0.061881485	0	0.115781418	0.028161081	0.018321861	0.018779322	0	0.032327437	0	0	0.398611329	0.045178479	0.099959132	0	0	0	0.078610069	0	0.001527447
TCGA-D7-8579-01A-11R-2343-13	0.030160424	0.04299263	0.004674632	0.063021917	0	0.230655845	0	0	0.053700511	0	0	0.020024319	0.03083659	0.026522113	0.01441192	0.145622938	0.082191812	0.006130571	0.14634613	0	0.046633669	0.056073977
TCGA-B7-A5TN-01A-21R-A31P-31	0.089327102	0	0	0.058397871	0	0.306850381	0.034105444	0.02010525	0.08669829	0	0	0.037031403	0	0.044291097	0.057642534	0.176797878	0.035293306	0	0.046078521	0	0	0.007380922
TCGA-BR-4267-01A-01R-1131-13	0.104368817	0	0.038049345	0.051646039	0	0.226652536	0.006521672	0.003500236	0.014516111	0	0.038384209	0	0	0.124503544	0.033959127	0.142515179	0.010144032	0.014746793	0	0.108525156	0	0.081967204
TCGA-B7-A5TI-01A-11R-A31P-31	0.076124203	0	0.02610551	0.112070571	0	0.154445404	0.083464961	0.044548167	0.062233427	0	0.001249081	0	0	0.112309208	0.126759238	0.119200527	0.030506153	0	0.049185014	0	0	0.001798535
TCGA-CD-8525-01A-11R-2343-13	0.106447344	0	0.000616254	0.229081368	0	0.116738169	0.062873074	0.041763048	0.039181584	0	0.027992776	0.00176274	0	0.180668017	0.105275599	0.071085453	0	0.000976494	0	0.005655765	0	0.009882315
TCGA-RD-A7C1-01A-11R-A32D-31	0.015975374	0.006709636	0.007583756	0.20673421	0	0.109348531	0.114836494	0.034966747	0.052246988	0	0	0.004784113	0.002604081	0.045554409	0.084523817	0.108878505	0.020820427	0	0	0.123118442	0	0.06131447
TCGA-D7-6519-01A-11R-1802-13	0.023014827	0	0	0.228536606	0	0.156645281	0	0.029103876	0.11929042	0	0	0.063420165	0.023115754	0.009625284	0.038773746	0.18121249	0.023161017	0.000761834	0.103338701	0	0	0
TCGA-VQ-A8P2-01A-11R-A36D-31	0.139795789	0	0.023832352	0.145376937	0	0.354004027	0	0	0.006944779	0	0	0.062455586	0	0.093547064	0.009444635	0.09393034	0	0.01090411	0	0.058484661	0.001279721	0
TCGA-BR-A4CS-01A-11R-A24K-31	0.023624168	0	0.008492303	0.024507656	0	0.238396631	0.074818058	0	0	0	0.043313141	0	0	0.147353625	0.026366991	0.039799045	0	0.084960429	0	0.180551145	0	0.107816807
TCGA-IN-A6RI-01A-11R-A32D-31	0.085752324	0	0	0.035016696	0	0.269084505	0	0	0.039959601	0	0.022146779	0	0	0.173894975	0	0.168291162	0	0.049412444	0	0.131283299	0	0.025158215
TCGA-MX-A663-01A-11R-A31P-31	0.130771355	0	0.007206581	0.092616169	0	0.17149335	0.002820354	0.026989789	0.050599452	0	0	0.009887147	0.019440452	0.14113102	0.054979342	0.106576293	0	0	0	0.181079362	0	0.004409333
TCGA-CG-5725-01A-11R-1602-13	0.096627779	0	0.009778219	0.215598448	0	0.086177907	0	0.05337421	0.011923106	0	0	0.000602405	0	0.225693007	0.066790049	0.180677481	0	0	0	0.048274861	0	0.004482528
TCGA-VQ-A8E3-01A-11R-A39E-31	0.067140739	0	0.007898063	0.192059707	0	0.065796395	0.164673117	0.03163214	0.012751825	0.097328583	0	0.064223445	0	0.026951873	0.004944521	0.072528233	0.004165993	0.117370261	0.070535106	0	0	0
TCGA-VQ-A8PJ-01A-11R-A414-31	0.128559935	0	0.058332134	0.040649206	0	0.329342996	0.001526256	0	0.016908443	0	0.007696024	0	0	0.247311678	0.093779187	0.058151231	0	0.01745755	0	0.00028536	0	0
TCGA-BR-7722-01A-31R-2203-13	0.05061778	0	0.003348525	0.066587478	0	0.238850938	0	0	0.095729619	0	0	0.034266553	0	0.109393952	0.032215316	0.177184726	0.06497741	0	0.126827704	0	0	0
TCGA-BR-8081-01A-11R-2343-13	0.064098937	0	0.019235934	0.102737184	0	0.14994419	0.090494397	0.077331273	0.059321676	0	0	0.022669168	0	0.17720916	0.10898081	0.092936928	0.007802843	0.009821625	0	0.017415876	0	0
TCGA-VQ-A8PO-01A-11R-A414-31	0.071532441	0.010229169	0	0.204349477	0	0.183237485	0.108634407	0.110211778	0.028142537	0	0.025557152	0	0	0.131029024	0.058639768	0.044426048	0.011864178	0.00111982	0	0.009467689	0.001559026	0
TCGA-VQ-A8PP-01A-21R-A414-31	0.134754424	0	0	0.229460428	0	0.146816303	0.095946431	0.067245143	0.019277859	0	0.025417498	0.020099349	0.004961423	0.077343958	0.076095118	0.081398681	0.006731905	0	0.01445148	0	0	0
TCGA-HU-A4GF-01A-11R-A24K-31	0.098385443	0	0.006283854	0	0	0.237365528	0.045310173	0.033108693	0.029216576	0.00666573	0.048579692	0	0.007718391	0.272500404	0.061367057	0.049609604	0	0.026504943	0	0.057189237	0	0.020194674
TCGA-BR-7959-01A-11R-2343-13	0.091045575	0	0.007185096	0.065817418	0	0.200348748	0.054268704	0	0.032739211	0	0.046088713	0	0.013047914	0.085685469	0.104635433	0.167957015	0.012944383	0.008837051	0.096631955	0	0	0.012767316
TCGA-BR-8483-01A-31R-2402-13	0.070431383	0	0.022135494	0.072285012	0	0.163039501	0.009625512	0.04643996	0.022387223	0	0.00185343	0	0	0.357325764	0.13049625	0.073093232	0	0	0.030887238	0	0	0
TCGA-D7-6526-01A-11R-1802-13	0.141281632	0	0.020660858	0.090397182	0	0.218547667	0	0.011319159	0.032458859	0	0.034968484	0	0.038664189	0.13317947	0.050230555	0	0.038437002	0	0	0.107288759	0.023519051	0.059047133
TCGA-BR-A4J8-01A-11R-A251-31	0.052944694	0.017719346	0	0.069386532	0	0.276801707	0	0.011278251	0.012399688	0	0	0.12525482	0.009956788	0.153496709	0.09138035	0.061767226	0.001040463	0	0.116573426	0	0	0
TCGA-D7-6520-01A-11R-1802-13	0.082642835	0	0	0.042035848	0	0.253537083	0.055271434	0.043031871	0.104506123	0	0.018551146	0	0.028073839	0.068715011	0.094385311	0.10295928	0	0.044665943	0.060544771	0	0	0.001079504
TCGA-BR-8058-01A-31R-2343-13	0.065496423	0	0	0.175588111	0	0.251362708	0.055887417	0.020973303	0.054541726	0	0	0.019829998	0.0076773	0.064393876	0.090686145	0.106979878	0.018101249	0	0.047519427	0	0	0.020962439
TCGA-HU-A4GP-01A-11R-A251-31	0.134951323	0	0	0.12324425	0	0.287705569	0.014715519	0.02554795	0.020296449	0	0	0.023945666	0.018361092	0.099377012	0.027434371	0.091259192	0.056194102	0.026467316	0.049684797	0.000815392	0	0
TCGA-BR-6456-01A-11R-1802-13	0.048753771	0	0	0.116692446	0	0.179797105	0.000949996	0.001753188	0.08973133	0	0	0.114993553	0.00148505	0.192640674	0.054156506	0.103902796	0.004626608	0	0.090516977	0	0	0
TCGA-FP-7916-01A-11R-2203-13	0.085390585	0	0.014114315	0.162256172	0	0.176375292	0.068763339	0.008991158	0.04933323	0	0.007269265	0.00145862	0.01370486	0.063605756	0.123623771	0.099162957	0.000209403	0.014239625	0.111501653	0	0	0
TCGA-BR-6565-01A-11R-1802-13	0.079430861	0	0.004415213	0.204877465	0	0.130702519	0.052544179	0.050405913	0.032222957	0	0	0.04184523	0.0187633	0.176727833	0.068709176	0.086074147	0.014630949	0	0.038650258	0	0	0
TCGA-VQ-A8PK-01A-12R-A414-31	0.085300618	0	0.022098328	0.078088013	0	0.202498622	0.093833597	0.029486271	0.103598757	0	0.005453105	0.061086371	0.014881256	0.131361404	0.153820116	0.014398693	0	0.004094848	0	0	0	0
TCGA-BR-8381-01A-11R-2402-13	0.03696113	0	0.045392799	0.29030534	0	0.127686751	0.101549995	0.066039092	0.072385665	0	0.005006715	0	0.002444441	0.069064627	0.064554468	0.096737259	0.013326807	0.003603421	0	0.00494149	0	0
TCGA-BR-8365-01A-21R-2343-13	0.089263177	0	0	0.169504245	0	0.340878348	0.014287308	0.016747557	0.047010453	0	0	0.014017625	0.014024345	0	0.063994891	0.14476748	0.017622412	0.009573778	0.058308379	0	0	0
TCGA-BR-4361-01A-01R-1157-13	0.033920982	0	0.003807519	0.115061454	0	0.202503869	0.115445092	0.032426196	0.031584704	0.026204658	0	0	0	0.038197354	0.111852062	0.240783528	0.019830951	0	0.00371954	0.005372282	0.017380177	0.00190963
TCGA-D7-A4YU-01A-21R-A251-31	0.051093347	0.01923426	0.010266202	0.109304002	0	0.209461836	0.091666432	0.04759557	0.066648959	0	0.035464174	0	0	0.084186784	0.140871386	0.098303247	0	0.0042324	0.031671402	0	0	0
TCGA-IP-7968-01A-11R-2203-13	0.078544217	0	0.001825656	0.341328256	0	0.104106846	0.073660739	0.075181722	0.039480808	0	0.01765485	0	0.010866897	0.051659345	0.069721939	0.070940547	0.048962291	0.004492672	0.010768761	0	0	0.000804456
TCGA-CG-5723-01A-11R-1602-13	2.98E-05	0.007468595	0.011328701	0.220933243	0	0.11807856	0.134298831	0.042352776	0.001111332	0	0.018886498	0.01133979	0.020578948	0.009386615	0.101826765	0.112064363	0.018453649	0.043934324	0	0.099545672	0.001579891	0.0268016
TCGA-FP-8631-01A-11R-2402-13	0.073632596	0	0.030384846	0.015030365	0	0.225906996	0.054375225	0.019932627	0.012336907	0	0	0.023897247	0	0.116468553	0.024838135	0.15373043	0	0.161789708	0.079730619	0	0	0.007945748
TCGA-HU-A4GT-01A-21R-A251-31	0.095818917	0	0.008499773	0.027381669	0	0.35163303	0.001968871	0.006455701	0.029734886	0	0	0.024830245	0.006565274	0.226853288	0.057998261	0.091945105	0.010515159	0.00813612	0	0.051663701	0	0
TCGA-IN-A6RS-01A-12R-A354-31	0.046771962	0	0.008082733	0.16519316	0	0.153263512	0.192533939	0.006847502	0.028715088	0	0.038692066	0	0	0.182358863	0.04135233	0.054532208	0	0.013661335	0	0.046531268	0	0.021464033
TCGA-BR-7958-01A-21R-2343-13	0.032446017	0.002727325	0	0.30207426	0	0.061363685	0.15790943	0.063879638	0.046473686	0	0	0.028324838	0.022038041	0.031355891	0.09156411	0.082008152	0.044155673	0.015509811	0.004872932	0.013296512	0	0
TCGA-CD-5799-01A-11R-1602-13	0.059060383	0	0.005820702	0.072400076	0	0.176443766	0	0.004949697	0.013581956	0	0	0.049058065	0.00137092	0.219257561	0.044787464	0.187888064	0	0.048253752	0	0.092904725	0	0.024222868
TCGA-ZQ-A9CR-01A-11R-A39E-31	0.067802754	0	0.018291178	0.159564835	0	0.170608566	0.120451749	0	0	0	0.056008078	0.00081964	0	0.139629314	0.099352576	0.104524677	0.011680242	0.011933882	0.022654903	0	0	0.016677604
TCGA-VQ-A94O-01A-11R-A414-31	0.071555993	0	0.01587661	0.043615517	0	0.217644385	0.061919096	0.072138021	0.085371944	0	0.055923463	0	0	0.180924883	0.002510828	0.042475601	0	0.012825507	0	0.136133989	0.001084162	0
TCGA-VQ-A91K-01A-11R-A414-31	0.025737167	0	0	0.094039083	0	0.281168927	0.017913352	0.049078503	0.051975574	0	0	0.056121445	0.005060187	0.117156587	0.052123503	0.167059935	0	0.016154854	0.055266009	0	0	0.011144873
TCGA-D7-8576-01A-11R-2343-13	0.03583002	0.044600467	0	0.063180936	0	0.175930869	0	0.003682994	0.028534304	0	0	0.031620197	0.029702723	0.185632788	0.046762716	0.137417405	0.035156604	0.017029355	0.164918621	0	0	0
TCGA-CG-5726-01A-11R-1602-13	0.098241234	0	0.011759136	0.123760031	0	0.228513603	0.05293304	0	0.019316674	0	0.039006459	0	0	0.16563611	0.055715623	0.131131909	0.027742103	0	0	0.032324601	0	0.013919477
TCGA-VQ-A922-01A-11R-A414-31	0.17202495	0	0.016254229	0.049503097	0	0.307749529	0.017890116	0.04538113	0.009738271	0	0	0.002458343	0	0.218155216	0.083453149	0.031230755	0	0	0	0.046161215	0	0
TCGA-VQ-A8PH-01A-12R-A414-31	0.048277328	0.03345001	0	0.178807337	0	0.367949252	0.000948318	0.100521573	0.047152377	0	0	0.030822715	0.016063664	0.090815687	0.026286691	0.016833109	0.011334541	0	0.030737397	0	0	0
TCGA-D7-6818-01A-11R-1884-13	0.044209032	0	0.022681349	0.027729223	0	0.128616551	0	0	0.02021741	0	0.005128024	0	0.008255585	0.113057786	0.029242506	0.406665742	0.030679868	0	0.060985573	0	0.029186212	0.073345139
TCGA-BR-8485-01A-11R-2402-13	0.074981084	0	0.015664583	0.238891688	0	0.281333037	0.065410916	0.022809127	0.043569597	0	0.027683808	0	0.015804409	0.099788993	0.031976695	0.053512161	0.013577242	0	0.01499666	0	0	0
TCGA-HF-A5NB-01A-11R-A31P-31	0.016330453	0	0	0.203226369	0	0.265103453	0.067562984	0.051302533	0.038522736	0	0	0.01863727	0	0.087449719	0.039624089	0.135005325	0.030626801	0	0	0.046608268	0	0
TCGA-BR-7716-01A-21R-2055-13	0.078245114	0	0.001633183	0.221894721	0	0.160273515	0.067105299	0.028132761	0.067708423	0	0	0.007802585	0.023330682	0.058194305	0.112675698	0.079652681	0.030555111	0	0.06279592	0	0	0
TCGA-BR-8284-01A-11R-2343-13	0.053284062	0	0.00379676	0.297755865	0	0.259808732	0.039789854	0.027507141	0.035679234	0	0	0.014818849	0.009853724	0.026380054	0.061192274	0.122152336	0.014316046	0	0.033665069	0	0	0
TCGA-BR-6852-01A-11R-1884-13	0.051518656	0	0.008433688	0.290563377	0	0.074408759	0.11020581	0.05205411	0.036770731	0	0.030345774	0.021191642	0	0.115254219	0.051079434	0.115855988	0.007625869	0.004667559	0.030024382	0	0	0
TCGA-VQ-A8DU-01A-11R-A36D-31	0.079566668	0	0	0.079076111	0	0.384981613	0	0.024462832	0.051366007	0	0	0.080831674	0.003437618	0.097655167	0.054898043	0.058538394	9.58E-05	0	0.080907281	0	0	0.004182752
TCGA-EQ-8122-01A-11R-2343-13	0.066873888	0	0	0.031476966	0	0.098724744	0.008552119	0	0.020280714	0	0.018484585	0	0	0.376193623	0.022113417	0.219591227	0	0.076700508	0.015215943	0	0	0.045792265
TCGA-BR-A4PF-01A-11R-A251-31	0.059596327	0	0.007067239	0.081531048	0	0.137451542	0.066667235	0.070520362	0.032786321	0	0.012141202	0	0	0.1285106	0.100556325	0.208612202	0.002542808	0	0.011946637	0	0.008295169	0.071774983
TCGA-BR-4371-01A-01R-1157-13	0	0	0.004213426	0.016221766	0	0.395502538	0.057531357	0.007558704	0.044266407	0.044100688	0.001259255	0	0	0.113421597	0.117324321	0.12018759	0.034559375	0.005799934	0.036157346	0	0	0.001895697
TCGA-D7-A74A-01A-11R-A32D-31	0.012647941	0.015870577	0	0.324352327	0	0.119676877	0	0.047721754	0.090370425	0	0	0.063083189	0.022680866	0.039895186	0.070205043	0.034243295	0.088548893	0.033277318	0	0.03490595	0.002520359	0
TCGA-BR-4191-01A-02R-1131-13	0.03678222	0	0.001499731	0.076183977	0	0.213856681	0.083196777	0	0.022603247	0	0.025983519	0	0.051851202	0.060458634	0.040832572	0.197328768	0.103720696	0	0.017311819	0	0.061224426	0.007165729
TCGA-VQ-A91U-01A-11R-A414-31	0.018929473	0.002666317	0.043995931	0.225958601	0	0.139547812	0.067031861	0.080391248	0.062866484	0	0.008725423	0	0	0.163321739	0.059290429	0.09515978	0.014999191	0	0.017115713	0	0	0
TCGA-B7-A5TJ-01A-11R-A31P-31	0.025538976	0.00384289	0	0.028987705	0	0.215093443	0.025717802	0.001753853	0.006305982	0	0.001150788	0.005225475	0	0.487275205	0.04234544	0.11901736	0	0	0.037745081	0	0	0
TCGA-BR-4370-01A-01R-1157-13	0.062513625	0	0.013437064	0.02620983	0	0.266353074	0.053651174	0.013518611	0	0	0.046207633	0	0	0.103634104	0.065961198	0.143083661	0	0	0	0.100326774	0.023100208	0.082003045
TCGA-VQ-A8E7-01B-11R-A414-31	0.080577413	0	0.01224914	0.044264236	0	0.270835078	0.077142235	0.012144008	0	0	0.067419724	0	0	0.159387018	0.077434407	0.121513656	0	0.003722769	0.054682962	0.000764851	0	0.017862506
TCGA-D7-6815-01A-11R-1884-13	0.056872808	0	0.016417098	0.046809003	0	0.183202927	0.045093176	0.010679995	0.0953942	0	0.04873897	0	0	0.324247195	0.044073534	0.111825412	0.001268596	0.003553612	0	0.006355471	0	0.005468004
TCGA-IN-A7NU-01A-22R-A354-31	0.042863592	0.004906475	0.034510916	0.089596077	0	0.186394901	0.118102816	0	0.109836704	0	0	0	0.003288912	0.080311797	0.097442881	0.146914523	0.02029365	0.021253316	0.030337473	0	0	0.013945967
TCGA-D7-8578-01A-21R-2343-13	0.068475042	0	0	0.138358949	0	0.235497757	0.001986369	0.035215041	0.076586935	0	0	0.05903295	0.003052462	0.036078503	0.050324055	0.205768649	0.014668977	0.013301533	0.055730152	0	0	0.005922626
TCGA-CD-8527-01A-11R-2343-13	0.048736369	0	0.007048546	0.249820862	0	0.105603363	0.10174676	0.049038586	0.046020231	0	0	0.07003201	0.004737631	0.068031369	0.05379922	0.093644507	0	0.059081187	0.036193994	0	0	0.006465366
TCGA-BR-8683-01A-11R-2402-13	0.085183045	0	0	0.122206797	0	0.220498545	0.029725782	0.067122806	0.093718252	0	0.002294901	0	0	0.132867	0.063908647	0.078547633	0.056318501	0.022846852	0.024761239	0	0	0
TCGA-BR-6452-01A-12R-1802-13	0.062150926	0	0.004400074	0.131169096	0	0.212888177	0.113100149	0.024996695	0.045741404	0	0.036303214	0	0	0.161199822	0.054001662	0.12187601	0.014553017	0	0	0.017619754	0	0
